순위,제목,저자,출판사,요약
174,SW코딩자격 3급 스크래치 이기적 ,이민경,영진닷컴,본 도서는 한국생산성본부에서 시행하는 SW코딩자격 3급 스크래치 버전 시험을 준비하는 분들이 효과적으로 시험에 대비할 수 있도록 구성된 도서입니다. SW코딩자격 3급의 출제 기준과 공개 문제를 자세히
175,컴퓨터활용능력 1급 실기 기본서 2019  이기적  개정판  전5권 ,박윤정,영진닷컴,‘2019 이기적 컴퓨터활용능력 실기 기본서’가 출간되었습니다. 본 도서는 컴퓨터활용능력 1급 실기 응시자를 위한 도서로 시험에 나오는 이론만을 수록하여 짧은 시간에 자격증 대비가 가능하도록 한 완벽
176,컴퓨터활용능력 1급 실기 기출문제집 2019  이기적  전2권 ,박윤정,영진닷컴,‘2019 이기적 컴퓨터활용능력 실기 기출문제집’이 출간되었습니다. 본 도서는 컴퓨터활용능력 1급 실기 응시자를 위한 도서로 시험에 나오는 이론만을 수록하여 짧은 시간에 자격증 대비가 가능하도록 한 완벽
177,컴퓨터활용능력 2급 실기 기출문제집 2019  이기적  개정판 ,박윤정,영진닷컴,‘2019 이기적 컴퓨터활용능력 실기 기출문제집’이 출간되었습니다. 본 도서는 컴퓨터활용능력 2급 실기 응시자를 위한 도서로 시험에 나오는 이론만을 수록하여 짧은 시간에 자격증 대비가 가능하도록 한 완벽
178,컴퓨터활용능력 2급 필기 기출문제집 2019  이기적 ,영진정보연구소,영진닷컴,본 도서는 컴퓨터활용능력 2급 필기 시험을 준비하는 수험생이 이론을 충분히 숙지한 후 시험 전 마지막으로 실력을 점검할 수 있도록 최신 기출문제 20회분과 핵심이론 PDF 제공 을 알차게 엮은
179,컴퓨터활용능력 2급 필기 미니족보 2019  이기적  전2권 ,영진정보연구소,영진닷컴, 
180,ITQ 한글 2010 2019  이기적  개정판 ,영진정보연구소,영진닷컴,"본 도서는 최신 출제기준을 적용한 도서로, ITQ 한글 2010 시험 경향을 분석하여 수험생들이 혼자서도 학습할 수 있도록 한 완벽 대비서입니다. 한글 2010을 기준으로 작성되었으며, 꼼꼼한 이론과 함께 유형을"
181,전산회계 1급 이론 + 실무 이기적 ,정창화,영진닷컴,"2019년 4월부터 변경되는 사항을 모두 적용한 전산회계 도서입니다. 변경된 KcLep 기능 및 디자인을 이미지와 함께 학습하실 수 있습니다. 크게 세 가지, 이론, 실무, 기출문제로 나누어 공부하기 편리하게"
182,정보처리기능사 필기 문제집 2019  8절  이기적  개정판 ,영진정보연구소,영진닷컴,본 도서는 이론을 충분히 공부한 수험생이 짧은 시간을 투자하여 합격에 이를 수 있도록 구성된 정보처리기능사 필기 문제집입니다. 가장 최신 기출문제부터 다년간의 기출문제 12회를 철저하게 분석하였으며
183,정보처리산업기사 필기 기본서 2019  이기적 ,최희준,영진닷컴,본 도서는 필기 시험을 준비하는 수험생을 위한 기본서로서 다년간의 출제 경향을 철저히 분석하여 크게 핵심 이론인 기본서와 기출문제집으로 분권하였습니다. 1~3권에서는 필기시험 과목별로 나뉜 Part를 따라
184,정보보안기사 산업기사 필기 이론서 + 기출문제집 세트 2019  이기적  전2권 ,임호진,영진닷컴,"본 도서는 필기 시험을 준비하는 수험생을 위한 기본서로서 다년 간의 출제 경향을 철저히 분석하여 크게 핵심 이론인 기본서와 기출문제집으로 분권하였습니다. Part를 따라 핵심 이론을 공부하며, 이론을"
185,정보기기운용기능사 필기 기본서 2020  이기적 ,영진정보연구소,영진닷컴,본 도서는 정보기기운용기능사 필기 시험을 위한 기본서로서 다년간의 출제 경향을 철저히 분석하여 기초 이론을 수록한 기본서와 기출문제집으로 구성하였습니다. 기본서에서는 필기시험 과목별로 나뉜 Part를
186,정보기기운용기능사 실기 기본서 2020  이기적  개정판 ,이시영,영진닷컴,본 도서는 정보기기운용기능사 실기 시험을 위한 이론을 수록하여 짧은 시간에 자격증 대비가 가능하도록 한 완벽 대비서입니다. Packet Tracer 프로그램 사용법과 시행처에서 공개한 샘플 문제를 적극
187,컴퓨터활용능력 2급 필기 절대족보 2020  이기적 ,영진정보연구소,영진닷컴,본 도서는 컴퓨터활용능력 2급 필기 시험을 준비하는 수험생들이 짧은 시간 동안 효과적으로 공부할 수 있도록 구성되어 있습니다. [1권] 핵심이론에 수록된 핵심이론과 무료 동영상 강의를 통하여 컴퓨터활용능력
188,SW코딩자격 엔트리 3급 이기적 ,이민경,영진닷컴,본 도서는 한국생산성본부에서 시행하는 SW코딩자격 3급 엔트리 버전 시험을 준비하는 분들이 효과적으로 시험에 대비할 수 있도록 구성된 도서입니다. SW코딩자격 3급의 출제 기준과 공개 문제를 자세히 분석하여
189,SW코딩자격 2급 엔트리 이기적 ,이민경,영진닷컴,본 도서는 한국생산성본부에서 시행하는 SW코딩자격 2급 엔트리 버전 시험을 준비하는 분들이 효과적으로 시험에 대비할 수 있도록 구성된 도서입니다. SW코딩자격 2급의 출제 기준과 공개 문제를 자세히 분석하여
190,ICDL 디지털 마케팅 최적합 ,최광돈,성안당,"■ 최적합 ICDL 디지털 마케팅은
ICDL은 International Computer Driving Licence의 약자로 사용자의 ICT 활용능력을 인증하는 세계적으로 가장 널리 알려진 국제자격 중의 하나이다.
ICDL 디지털 마케팅"
191,MOS 워드 2013 CORE 최적합 ,김종철,성안당,"- 독자대상 : MOS 워드 2013 CORE 학습자, 시험 준비생
- 구성 : 문제 + 해설
- 특징 : 
① 초보자도 쉽게 따라하고 이해하기 쉬운 문제 위주의 해설
② 자격증 취득만이 아닌 MS Office의 고급 기능 습득
③"
192,시스코 네트워크 CCNA 자격증 공인 학습 가이드 CCENT/CCNA ICND1 100-105 CD1장포함 ,웬델 오돔,성안당,"지난 2016년 초 시스코는 CCENT와 CCNA 라우팅 및 스위칭 자격증, 그와 관련된 ICND1 100-105, ICND2 200-105, CCNA 200-125 시험에 대한 변경 사항을 발표했으며, 『시스코 네트워크 CCNA 자격증 공인 학습"
193,CCNA 라우팅&스위칭 ICDN2 200-105 시스코 네크워크 CCNA 자격증 공인 학습 가이드 ,웬델 오돔,성안당,▶ 이 책은 시스코 네크워크 CCNA 자격증 공인 학습 가이드에 대해 다룬 도서입니다. 시스코 네크워크 CCNA 자격증 공인 학습 가이드의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
194,단기 완성 합격 보장 CCNA R&S의 정석,이중호,성안당,시스코 공인 네트워크 자격증 CCNA Cisco Certified Network Associate 는 시스코의 네트워크 기술 능력을 검증하는 기초 자격증으로 취업의 알짜 자격증으로 꼽힌다. 국내외 기업 취업 시에도 유용하지만
195,ACA 포토샵 CC 최적합 ,김완섭,성안당,▶ 이 책은 ACA 포토샵 CC에 대해 다룬 도서입니다. ACA 포토샵 CC의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.
196,ISMS-P 인증심사원 실무가이드 최적합 ,권성호,성안당,"■ ISMS-P 인증심사원 실무가이드는
본 도서는 정보보호 및 개인정보보호 관리체계 ISMS-P  인증 심사원 1차 필기시험 및 2차 실기시험을 준비하는 분들을 위해 구성되었습니다. ISMS-P 인증 심사원 시험에서"
197,컴퓨터활용능력 2급 실기 2020  백발백중 ,김종철,성안당,"■ 2020 백발백중 컴퓨터활용능력 2급 실기는
컴퓨터활용능력 시험이 실시된 후 교육현장에서 직접 학생들을 교육하면서 수업 도중에 학생들로부터 가장 많이 받았던 질문과 시험을 준비하면서 학생들이 어려웠던"
198,CCNA ICND2 640-816 Official Cert Guide 한글판 3판  CD1장포함 ,"Odom, Wendell",PEARSON EDUCATION KOREA,"- 독자대상 : CCNA ICND2 시험 준비생
- 구성 : 개념 + 퀴즈
- 특징 :
① 각 장의 첫 부분에 있는 사전 점검 퀴즈에서 지식 평가
② 각 장의 마지막 부분에 있는 시험준비에서 핵심 개념 복습"
199,리눅스 마스터 2급 표준 교재 ,한국정보통신인력개발센터,사이텍미디어,"기존의 <리눅스마스터2급> 수험서를 기본으로 하고 여기에 최신의 내용으로 개정, 오탈자 및 오답 등 잘못된 부분 등은 전면 수정/보강하여 출간한 책.  한글과컴퓨터의 한소프트 리눅스 2005, 리눅스커널 2.6 등"
200,DIAT 워드프로세서 2010 2016 ,김지영,렉스미디어닷넷,"- 독자대상 : DIAT 워드프로세서 2010 준비생
- 구성 : 핵심내용 + 문제
- 특징 :
1. 핵심내용을 작업별로 분석하여 자세하게 설명하고 실전문제유형 마련
2. 실전모의고사 15회분과 최신기출문제 16회분"
201,DIAT 프리젠테이션2010,권미선,렉스미디어닷넷,『DIAT 프리젠테이션2010』은 철저한 문제 유형 분석 및 기능을 정리하여 따라하기 방식으로 초보자도 쉽게 배울 수 있도록 구성한 책이다. 핵심내용을 작업별로 분석하여 자세하게 설명하고 실전문제유형을
202,ITQ 파워포인트 2010 만원의 합격 ,렉스미디어 수험서팀,렉스미디어닷넷,"- 독자대상 : ITQ 파워포인트 2010 시험 준비생
- 구성 : 이론 + 문제
- 특징 : 
① ITQ 시험의 출제유형을 작업별로 분석
② 자세하게 설명하고 실전연습문제 마련"
203,ITQ 엑셀2010 기출문제 2019 ,렉스미디어 수험서팀,렉스미디어닷넷,"ㆍITQ 시험지 미리보기를 제공합니다.
ㆍ작업별로 문제를 풀어가는 과정을 요약하였습니다.
ㆍ1회 기출문제 핵심풀기를 제공합니다.
ㆍ2회~25회 기출문제를 제공합니다."
204,ITQ 파워포인트2010 기출문제 2019 ,렉스미디어 수험서팀,렉스미디어닷넷,"ㆍITQ 시험지 미리보기를 제공합니다.
ㆍ작업별로 문제를 풀어가는 과정을 요약하였습니다.
ㆍ1회 기출문제 핵심풀기를 제공합니다.
ㆍ2회~25회 기출문제를 제공합니다."
205,SW 코딩자격 2급: 엔트리 라이센스플러스 ,이영수,렉스미디어닷넷,"ㆍ컴퓨팅 사고력 및 알고리즘 설계 : 복잡한 문제를 효율적으로 해결하는 능력을 키워줍니다.
ㆍ엔트리 프로그램밍 : 엔트리 프로그램의 출제 기능을 쉽게 설명합니다.
ㆍ피지컬 컴퓨팅 : 컴퓨터 기술을 이용한"
206,ITQ인터넷 2020  라이센스플러스 ,김홍구,렉스미디어닷넷,"기본 익히기
ITQ 인터넷 시험의 기본을 작업별로 분석하여 자세하게 설명하고 문제유형을 마련하여 ITQ 인터넷 시험을 쉽고 빠르게 준비할 수 있도록 하였습니다.
ㆍ실전모의고사와 최신기출문제
실전모의고사"
207,전산세무 2급 2019  이패스 ,유슬기,이패스코리아,"전산세무 2급을 공부하는 수험생이 본 교재만으로도 충분한 시험대비가 가능하도록 필수이론을 빠짐없이 
요약하였으며, 최근 기출문제를 분석하여 최신출제경향에 맞는 문제들만 수록하였습니다."
208,컴퓨터그래픽스운용기능사 필기 최근 7년간 기출문제 2020 ,구홍림,책과상상,"- 독자대상 : 컴퓨터그래픽스운용기능사 시험 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
209,ITQ 엑셀 2010 실무예제로 공략하는 ,IT 도서 R&D팀,에이스ME 에이스미 ,"- 독자대상 : ITQ 엑셀 학습자
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
210,DIAT 프리젠테이션 2010 집중공략 ,IT도서 R&D팀,에이스 ME,집중공략 DIAT 프리젠테이션 2010 파워포인트 2010 버전 은 최신기출문제 유형에 맞춘 핵심이론을 정리한 수험서입니다. 문제 형태에 따라 핵심적인 내용을 정리하였고 각 장이 끝날 때마다 배운 내용을 점검할 수
211,전산회계 2급 세트 2019  Ant  개정판  전2권 ,이상엽,나눔A&T,"- 독자대상 : 전산회계운용사 시험 준비생 
- 구성 및 특징 : 	
① 최근 경향 반영	
② 학습 내용 체계적으로 구성"
212,전산세무 2급  2019  ANT  개정판 ,손현삼,나눔A&T,"- 독자대상 : 전산세무회계사 시험 준비생
- 구성 및 특징 : 	
① 최근 경향 반영	
② 학습 내용 체계적으로 구성"
213,경영 빅데이터 분석, 사 한국디지털정책학회 빅데이터전략연구회,광문각,"- 독자대상 : 경영 빅데이터 분석사 시험을 준비하는 수험생
- 구성 : 문제+이론
- 특징 :
① 경영 빅데이터 분석 공식 수험 교재
② 빅데이터 참고 문헌 자료수록
③ 연습문제 및 정답 해설
④ 빅데티어"
214,MOS 2016 한권으로 끝내는 MOS Master ,박창수,광문각,"MOS Microsoft Office Specialist  자격시험은 마이크로소프트사의 오피스 프로그램인 Word, Excel, PowerPoint, Access, 그리고 Outlook의 활용 능력을 검증하는 시험입니다. 
따라서 자격증 취득을 위해서는"
215,Professional Project Manager를 위한 인사이트 프로젝트 관리,강정배,한국생산성본부,프로젝트 이론과 관리지식을 통해 성숙한 프로젝트 전문가로 성장하도록 돕는 『Professional Project Manager를 위한 인사이트 프로젝트 관리』. 이 책은 프로젝트 관리를 목적으로 기초지식을 필요로 하는 예비
216,ICDL Module2: 컴퓨터 활용 및 파일관리 이공자 ,박연화,아카데미소프트,『ICDL Module2: 컴퓨터 활용 및 파일관리』는 ICDL Module 2 합격을 위한 컴퓨터 교재이다. 출제 기준에 맞춘 단계별로 유형을 체크하고 풀이하는 과정을 상세히 설명한다. 최근 시험에 출제된 유형을 다양한
217,ITQ 파워포인트2010 2018  스텐드형  이공자  스프링 ,ASO R&D Center,아카데미소프트,"- 새롭게 변경된 2018년 1월 시험유형을 모두 반영!
- 고득점 취득을 위한 출제유형 그대로 따라하기 제공!
- 자동채점프로그램 무료 제공!"
218,ITQ 파워포인트2010 2018  이공자 ,ASO R&D Center,아카데미소프트,"- 독자대상 : ITQ 시험 준비생 
- 구성 및 특징 : 
① 새롭게 변경된 2018년 1월 시험유형을 모두 반영! 
② 고득점 취득을 위한 출제유형 그대로 따라하기 제공! 
③ 자동채점프로그램 무료 제공!"
219,파포 파워포인트  2010 2019  이공자  스프링 ,KIE 기획연구실,아카데미소프트,"- 최근 3개년 시험 분석!
- 고득점 취득을 위한 출제유형 그대로 따라하기 제공!
- 자동채점프로그램 무료 제공!"
220,ITQ OA Master 한글+파워포인트+엑셀  2020  이공자 ,KIE기획연구실,아카데미소프트,"● 출제유형 완전정복 : 최근에 출제된 ITQ 시험의 출제유형을 분석하여 새롭게 변경된 내용과 시험에 자주 출제되는 부분을 단계별로 체크하고 작성할 수 있도록 구성하였습니다.
● 유형정복 모의고사 :"
221,DIAT 프리젠테이션 파워포인트 2010 상  2020  이공자  스프링 ,KIE 기획연구실,아카데미소프트,"◆ 출제유형 완전정복하기 : 최근에 출제된 DIAT 시험의 출제유형을 분석하여 새롭게 변경된 내용과 시험에 자주 출제되는 부분을 단계별로 체크하고 작성할 수 있도록 구성하였습니다.
◆ 유형정복 모의고사 :"
222,ITQ 한셀 2010 2020  이공자  스프링 ,김진원,아카데미소프트,"최신 시험 유형을 모아담은 수험 대비서의 결정판!!
■ 출제유형 완전정복
   최근에 출제된 ITQ 시험의 출제유형을 분석하여 새롭게 변경된 내용과 시험에 자주 출제되는 부분을 단계별로 체크하고 작성할 수"
223,컴퓨터활용능력 2급 실기 2020  이공자 ,KIE 기획연구실,아카데미소프트,"1. 출제유형 따라하기
- 실기 시험을 준비하면서 꼭 알아야 할 내용들로만 구성되었으며, 각종 편집기능 및 함수식과 데이터 관리/분석 그리고 매크로와 차트 사용에 대한 전반적인 내용을 수록하였습니다.
-"
224,SW코딩자격 With 엔트리 3급 창의적 사고력을 키워주는 ,송복민,이한미디어,"- 독자대상 : SW코딩자격 With 엔트리 3급 시험 준비생
- 구성 : 이론 + 문제"
225,최대리 전산세무 1급  2019  법인조정  개정판 ,최남규,최대리,"- 독자대상 : 전산세무회계사 시험 준비생 
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
226,전산세무 1급 실기+필기 2019  최대리  개정판 ,최창우,최대리,"- 독자대상 : 전산세무회계 시험 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
227,CORE 전산회계 1급+2급 통합본 이론+실무 케이렙 KcLep  프로그램에 의한 ,김종화,맑은하늘,"한국세무사회 국가공인 자격시험 전산회계 1급 + 2급 통합 수험서!
완전 무료! 고품격 동영상강의 - 무크한국 www.mooc-k.com 
- 무크한국 www.mooc-k.com  동영상강의 무료 수강!
- 2018 케이렙[KcLep]"
228,전산세무 2급 2019  로그인 ,김영철,솔로몬북,"- 독자대상 : 전산세무회계사 시험 준비생 
- 구성 및 특징 : 	
① 최근 경향 반영	
② 학습 내용 체계적으로 구성"
229,기출탄탄 컴퓨터그래픽스운용기능사 필기 2017  돈시아 ,김민석,시대고시기획,"- 독자대상 : 컴퓨터그래픽스운용기능사 필기 시험 준비생
- 구성 : 이론 + 문제
- 특징 :
① 시험에 나오는 내용만으로 구성한 핵심이론
② 2004~2016년까지 출제된 필기 기출문제를 출제기준을 토대로"
230,개인정보보호사 한권으로 끝내기 2018 ,개인정보자격연구소,시대고시기획,개인정보보호의 중요성은 나날이 늘어 가고 있습니다. 국가에서도 한국인터넷진흥원을 통해 개인정보보호 교육을 강화하고 있으며 사단법인 한국정보평가협회의 인증을 받아 개인정보보호의 개념과 실무를 익힐 수
231,MOS 2016 Excel 돈과 시간을 아껴주는 ,서은주,시대고시기획,"● 유형 분석 : 평가 항목 및 기출 문제를 분석하여 필수 기능들만 따라하며 익힐 수 있도록 구성하였습니다.
● 실전 문제 : 연습은 실전처럼! 실전 감각을 키울 수 있도록 기출 유형 모의 고사 문제를"
232,전산회계운용사 3급 필기 2019  NCS기반 ,고민석,시대고시기획,"1. 최근 필기시험 출제경향과 출제기준을 고려하여 NCS 국가직무능력표준 교육과정을 완벽 반영하였습니다.
2. 회계를 처음 접하는 수험생들도 쉽게 이해할 수 있도록 다양한 예시, 예제들을 통해 이론"
233,전산세무 2급 봉투모의고사 6회분 2019~2020  시대에듀 ,세무회계연구소,시대고시기획,"『2019~2020 전산세무 2급 봉투모의고사 6회분』 은 전산세무 2급 자격시험 대비를 위한 수험/학습서로, 실전 마무리용 봉투모의고사이다. 모의고사 5회분에 최근 기출문제 1회분을 수록하였으며, 해당 모의고사를"
234,전산회계 1급 봉투모의고사 6회분 2019~2020  시대에듀 ,세무회계연구소,시대고시기획,"[특징]
단 6회에 전산회계 1급 합격을 위한 모든 것을 담은 도서입니다.
1. 기출에서 추출한 합격의 핵심이 녹아 있는 모의고사 5회분을 제공합니다.
2. 실제시험과 동일한 환경으로 최근 기출문제 1회분을"
235,3D프린터운용기능사 필기 단기완성 2020  Win-Q ,김철희,시대고시기획,"[특징]
Win-Q 3D프린터운용기능사는 다음과 같이 구성되었다!

제1편은 핵심이론+핵심예제로 구성되었다. 필수적으로 학습해야 하는 중요한 핵심이론들을 각 과목별로 분류하여 수록하였고 시험에 자주 나오는"
236,IoT 지식능력검정 2019 ,이두원,진한엠앤비,"한국지능형사물인터넷협회 추천교재!!
2019년 최신판 [IoT지식능력 검정]!!! -제6~7회 IoT 지식능력검정 기출문제 수록-

지금 우리가 살고 있는 정보화 사회는 유형의 물건을 생산하는 공업화 사회와는"
237,전산회계 2급 기출문제집 2020  에듀윌 ,김성수,에듀윌,"전산세무회계 베스트셀러 에듀윌! 
기출문제집도 역시 에듀윌!

[2020 EBS 에듀윌 전산회계 2급 기출문제집]은 2020년 시험을 준비하는 수험생을 위해 문제와 해설, 백데이터를 2020년에 맞춰 수정하였다. 또한"
238,e-Test 한글+엑셀+파워포인트,성대근,한솔아카데미,"① e-Test 공식지정 교재로 국가에서 필수적으로 요구하는 국가직무능력표준 National Competency Standards 를 활용할 수 있는 교재입니다.
② e-Test는 실무에 필요한 완성된 결과물을 가지고 평가하는"
239,MOS 2016 파워포인트 5일만에 합격하는 ,김경희,한빛아카데미,"- 독자대상 : MOS 파워포인트 2016  자격 시험 준비생
- 구성 : 이론 + 문제
- 특징 : 
① 강의 경력이 깊고 풍부한 전문 강사진 집필
② 시험 문제 유형을 수차례 분석한 수험서
③ 다년간의 기출문제를"
240,MOS 2016 액세스 5일만에 합격하는 ,김경희,한빛아카데미,"MOS 2016 버전을 담은 첫 교재로 
MOS 강의 경력이 깊고 풍부한 전문 강사진이 
시험 문제 유형을 수차례 분석한 적중률 높은 수험서다. 
다년간의 기출문제를 분석한 데이터를 바탕으로 출제 가능성을"
241,ITQ한글 2010,정행섭,복두출판사,"- 독자대상 : ITQ 시험 준비생 
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
242,정보보호 시험 대비 문제집 2017  혹독한 모의고사  개정판 ,강창규,좋은땅,"누구나 다 알고 있는 보통 책에 나오는 내용으로는 정보보안기사 등 6개 시험에 합격할 수 없다. 2017년형 취약점 및 공격과 관련된 실전형 문제 풀이, 그리고 ISMS / PIMS에 대해 실무에서 발생하는 보안 약점의"
243,전산회계 2급 이론 실기 기출 2019  주기다 ,이효진,더배움,"1. 실전대비  KcLep 케이랩 프로그램 활용
2. 무료 동영상 강의  강의와 함께하는 수험서
3. 완벽대비  체계적으로 정리한 이론
4. 기출문제 부록   분개연습+T계정 연습
5. 실기공부  2020년 2월 시험까지"
244,전산세무2급 2019  주기다 ,이은민,더배움,"[특징]

1. 실전대비  KcLep 케이랩 프로그램 활용
2. 저자직강 무료 동영상  강의와 함께하는 수험서
3. 합격전략 제시  최신 출제경향에 따른 수업진행
4. 기출문제  이론+실무시험으로 실력 향상"
245,"포토샵 1급 2,3급 포함 : CS4 2019  시나공 GTQ ",길벗R&D,길벗,"한 번만 따라하면 GTQ 시험시간 90분이 여유로워지는 책!

초보자의 눈높이에서 수없이 따라 하며 수정 과정을 반복하여, 생초보자도 쉽게 따라 할 수 있습니다. 포토샵의 다양한 기능 중 시험에 출제되는"
246,ITQ 한글 기본서 한글 2010 사용자용  2020  시나공 ,길벗R&D,길벗,"짧은 시간 투자하여 A 등급을 받을 수 있는 효율적 학습 전략 제시!

ITQ 시험은 취득 점수에 따라 등급이 부여되기 때문에 합격이라도 다 같은 합격이 아닙니다. 높은 점수를 얻어서 A 등급으로 합격해야"
247,ITQ 파워포인트 기본서 파워포인트 2010 사용자용  2020  시나공 ,길벗R&D,길벗,"짧은 시간 투자하여 A 등급을 받을 수 있는 효율적 학습 전략 제시!

ITQ 시험은 취득 점수에 따라 등급이 부여되기 때문에 합격이라도 다 같은 합격이 아닙니다. 높은 점수를 얻어서 A 등급으로 합격해야"
248,정보처리기능사 필기 2020  시나공 Summary ,길벗R&D,길벗,"시험 날짜는 다가오는데 공부할 시간이 없다면? 시나공 SUMMARY 시리즈!

합격에 꼭 필요한 핵심 개념과 이 이론이 어떻게 문제로 출제되는지 확인할 수 있도록 ‘핵심’과 관련하여 출제되었던 모든 문제를"
249,사무자동화산업기사 필기 2020  시나공 Summary ,길벗R&D,길벗,"시험 날짜는 다가오는데 공부할 시간이 없다면? 시나공 SUMMARY 시리즈!

합격에 꼭 필요한 핵심 개념과 이 이론이 어떻게 문제로 출제되는지 확인할 수 있도록 ‘핵심’과 관련하여 출제되었던 모든 문제를"
250,전산회계운용사대비 3급 필기 모의고사문제집 2019 ,정호주,파스칼미디어,"- 독자대상 : 전산회계운용사대비 3급 필기시험 준비생
- 구성 및 특징 : 	
① 최근 경향 반영	
② 학습 내용 체계적으로 구성"
251,전산회계 1급 세트 2019  무적  전2권 ,조현석,아이콕스,"한국세무사회주관 국가공인자격시험대비, 단 하나뿐인 완성형 수험서
완벽한 이론과 유형별 문제 분석에 심혈을 기울인 단 하나뿐인 선택자

전산세무/회계 시험을 단기간에 합격하기 위해서는 올바른 문제와"
252,전산세무 1급 이론요약 + 기출문제 2019  무적 ,조현석,아이콕스,"한국세무사회주관 국가공인자격시험대비, 단 하나뿐인 완성형 수험서
핵심 이론 요약과 최신 기출로 구성된 단 하나뿐인 선택자

전산세무/회계 시험을 단기간에 합격하기 위해서는 올바른 문제와 정확한 풀이,"
253,인터넷정보관리사 2급 2020  알참 ,박상우,박문각,"- 대상: 취업 준비생
- 구성: 이론 + 문제 + 정답 및 해설
- 특징: 
본 도서는 인터넷정보관리사2급 수험생/선생님이 다년간 가장 많이 선택하고 학습한 교재이며, 바쁜 수험생들을 위해
단기간에 합격할 수"
254,전산회계 1급 필기+실기  2020  Grace ,전산세무회계연구팀,박문각,"- 대상 : 취업 준비생
- 구성 : 이론편, 실무편, 모의고사, 기출문제, 정답 및 해설
- 특징 : 
본 도서는 전산회계1급 을 준비하는 수험생을 다년간 강의하고 있으면서 단기간에 합격할 수 있는 꼭 필요한"
255,전산세무 1급 필기+실기 2017  Grace ,전산세무회계연구팀,박문각,"- 독자대상 : 전산세무 1급 준비생
- 구성 : 이론 + 문제
- 특징 : 
① 핵심 이론 및 실무에 대한 다양한 예제 수록
② 최종 모의고사 5회분 수록
③ 최신 기출문제 5회분 수록 최근1년 
④ 시험에 자주"
256,전자상거래운용사 실기 2018  한 권으로 끝내는  개정판 ,박지원,앱북스,본 도서는 2018년 전자상거래운용사 실기 개정안을 100% 반영하여 수험생들이 꼭 알고 있어야 하는 실기 프로그램 ‘메이크샵’의 핵심기능을 담아낸 수험서다. 메이크샵의 핵심 기능을 학습하고 모의고사와
257,전자상거래운용사 필기 한 권으로 끝내는 ,강태구,앱북스,"국가기술자격 전자상거래운용사 필기의 최신 개정안을 반영하였으며, 최근 출제된 운용사 필기의 기출문제 유형을 분석하여 핵심 내용 및 모의고사 5회분을 수록하였다. 시험에 자주 출제되는 유형의 문제를"
258,DIAT 워드프로세서 2010 백전백승  스프링 ,웰북수험서개발팀,웰북,"- 독자대상 : DIAT 워드프로세서 2010 시험 준비생 
- 구성 : 출제유형 + 문제 
- 특징 : 
① 출제유형을 미리 확인하고 집중해서 학습해야할 부분 등 체크 
② 각 기능별로 출제 가능성이 높은 예제 수록"
259,3D프린터개발산업기사 필기+실기 KBS미디어평생교육센터 ,선영태,형설출판사,"- 독자대상 :3D프린터개발산업기사 필기+실기 시험 준비생
- 구성 및 특징 : 
① 최근 경향 반영
② 학습 내용 체계적으로 구성"
260,DIAT 프리젠테이션: 파워포인트 2010 고소한 ,해람북스 기획팀,해람북스 구 북스홀릭 ,『DIAT 프리젠테이션: 파워포인트 2010  일반형 』은 짧은 시간에 보다 효과적으로 DIAT 자격시험을 준비할 수 있도록 최신기출유형을 철저히 분석하여 그 결과를 토대로 군더더기 없이 주요 핵심만을
261,DIAT 워드프로세서 2010 고소한 ,해람북스 기획팀,해람북스 구 북스홀릭 ,"짧은 시간에 보다 효과적으로 DIAT 자격시험을 준비할 수 있도록 최신기출유형을 철저히 분석하여 그 결과를 토대로 군더더기 없이 주요 핵심만을 정리하였으며, 기본을 다질 수 있는 다양한 연습문제와 실전을"
262,엔트리로 배우는 SW코딩자격 3급 Win+ ,김종철,다본,한국생산성본부의 SW코딩자격 시험이 실시된 후 교육현장에서 직접 학생들을 교육하면서 수업 도중에 학생들로부터 많이 받았던 질문과 시험을 준비하면서 학생들이 어려웠던 점을 체계적으로 정리함으로써 이
263,ITQ 한글+파워포인트+엑셀 2010 Win+ ,김수진,다본,"본 교재는 한국생산성본부 주관 국가 공인자격 시험인 ITQ 정보기술자격, Information Technology Qualification 의 한글, 엑셀, 파워포인트를 위한 수험서입니다.

ITQ는 실기 시험만으로 실무 능력을"
264,전산회계운용사 2급 필기 2019 ,김갑수,멘토르스쿨, 
265,전산회계운용사 3급 실기 2019  CAMP sERP를 활용한  개정판 ,김갑수,멘토르스쿨,"2019년 부터 변경 시행되는 K-IFRS 한국채택국제회계기준 를 반영한 CAMP sERP 버전:1.0.0.8 구성된 최신 전산회계운용사 3급 실기 검정 문제집입니다.

우리나라에서도 이제 ERP Enterprise Resource"
